Edad,Sexo,"Nombre del anuncio","Estado de la entrega","Nivel de la entrega",Alcance,Impresiones,Frecuencia,"Configuración de atribución","Tipo de resultado",Resultados,"Importe gastado (USD)","Coste por resultado",Inicio,Fin,"CTR (todos)","CPM (coste por 1000 impresiones)","CPC (Coste por clic en el enlace)","Clics en el enlace",Visualizaciones,"Coste por interacción con la publicación","Tasa de resultados","Clics (todos)","CPC (todos)","Inicio del informe","Fin del informe"
65+,female,"Compac N4020 14'' Black Friday",not_delivering,ad,1698,2621,1.54358068,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",228,2.55,0.01118421,2025-11-25,"En curso",6.75314765,0.9729111,0.102,25,,0.01118421,8.69896986,177,0.01440678,2025-12-01,2026-01-31
35-44,female,"Nintendo Switch - campaña de Interacción",not_delivering,ad,1775,2796,1.57521127,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",223,2.55,0.01143498,2025-12-11,2025-12-18,6.40200286,0.91201717,0.11086957,23,,0.01143498,7.97567954,179,0.01424581,2025-12-01,2026-01-31
65+,female,"Carrusel Tecno - campaña de Interacción",not_delivering,ad,3979,7403,1.86051772,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",363,2.55,0.00702479,2026-01-04,2026-01-11,3.48507362,0.34445495,0.05425532,47,,0.00702479,4.90341753,258,0.00988372,2025-12-01,2026-01-31
25-34,female,"POCO F8 PRO - campaña de Interacción",not_delivering,ad,3616,5715,1.58047566,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",476,2.53,0.00531513,2025-12-27,2026-01-06,5.38932633,0.44269466,0.115,22,,0.00531513,8.32895888,308,0.00821429,2025-12-01,2026-01-31
25-34,female,"Honor 400 Pro - campaña de Interacción",not_delivering,ad,3151,4967,1.57632498,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",371,2.53,0.00681941,2025-12-11,2025-12-18,5.15401651,0.50936179,0.04517857,56,,0.00681941,7.46929736,256,0.00988281,2025-12-01,2026-01-31
35-44,female,"POST DELIVERY GRATIS - campaña de Interacción",not_delivering,ad,7037,10305,1.46440244,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",319,2.53,0.00793103,2025-12-26,2026-01-06,2.58127123,0.24551189,0.0575,44,,0.00793103,3.09558467,266,0.00951128,2025-12-01,2026-01-31
18-24,female,"Samsung S25 Ultra - campaña de Interacción",not_delivering,ad,2523,3845,1.52397939,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",311,2.53,0.00813505,2025-12-11,2025-12-18,6.84005202,0.6579974,0.115,22,,0.00813505,8.08842653,263,0.00961977,2025-12-01,2026-01-31
45-54,male,"iPhone 14 Black Friday",not_delivering,ad,3068,4461,1.45404172,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",171,2.52,0.01473684,2025-11-25,"En curso",3.0934768,0.56489576,0.09692308,26,,0.01473684,3.83322125,138,0.01826087,2025-12-01,2026-01-31
35-44,female,"Arizon.ai 04 Samsung S25 B Carrusel Samsung Galaxy s25",not_delivering,ad,801,1443,1.80149813,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",6,2.52,0.42,2026-01-15,2026-01-22,3.46500347,1.74636175,0.14823529,17,,0.01326316,0.41580042,50,0.0504,2025-12-01,2026-01-31
45-54,male,"Nuevos Xiaomi - campaña de Interacción",not_delivering,ad,5531,8921,1.61290906,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",485,2.51,0.00517526,2026-01-04,2026-01-11,4.16993611,0.28135859,0.02413462,104,,0.00517526,5.43661025,372,0.00674731,2025-12-01,2026-01-31
25-34,female,"Promos samsung - campaña de Interacción",not_delivering,ad,4381,6092,1.3905501,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",602,2.5,0.00415282,2026-01-13,2026-01-20,2.49507551,0.41037426,0.04807692,52,,0.00415282,9.88181221,152,0.01644737,2025-12-01,2026-01-31
25-34,female,"Samsung S25 Ultra - campaña de Interacción",not_delivering,ad,2512,3834,1.52627389,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",330,2.5,0.00757576,2025-12-11,2025-12-18,6.44235785,0.65206051,0.11904762,21,,0.00757576,8.60719875,247,0.01012146,2025-12-01,2026-01-31
45-54,female,"PS5 Humberto - campaña de Interacción",not_delivering,ad,7097,9460,1.33295759,"7 días después del clic o 1 día después de la visualización",ThruPlay,1514,2.5,0.00165125,2025-12-15,2025-12-24,1.31078224,0.26427061,0.05102041,49,,0.00046746,16.00422833,124,0.02016129,2025-12-01,2026-01-31
35-44,female,"Nuevos Xiaomi - campaña de Interacción",not_delivering,ad,4569,6704,1.46727949,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",361,2.5,0.00692521,2026-01-04,2026-01-11,4.08711217,0.37291169,0.05813953,43,,0.00692521,5.38484487,274,0.00912409,2025-12-01,2026-01-31
18-24,female,"Personal guarenas - campaña de Interacción MENSAJES",not_delivering,ad,1480,2484,1.67837838,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",30,2.5,0.08333333,2025-12-15,2025-12-17,5.43478261,1.00644122,0.04098361,61,,0.02873563,1.20772947,135,0.01851852,2025-12-01,2026-01-31
25-34,female,"Cashea EcoFlow - campaña de Interacción",not_delivering,ad,4005,5482,1.36878901,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",347,2.49,0.00717579,2025-12-02,2025-12-09,3.97665086,0.45421379,0.05928571,42,,0.00717579,6.32980664,218,0.01142202,2025-12-01,2026-01-31
25-34,female,"POCO M8 5G: La potencia que estabas esperando!",not_delivering,ad,993,1531,1.54179255,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",8,2.49,0.31125,2026-01-24,2026-01-31,5.2906597,1.62638798,0.09222222,27,,0.0067663,0.52253429,81,0.03074074,2025-12-01,2026-01-31
25-34,male,"El Xiaomi 15T Pro",active,ad,1026,1811,1.76510721,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",9,2.49,0.27666667,2026-01-27,2026-02-07,2.59525124,1.37493098,0.11857143,21,,0.02648936,0.496963,47,0.05297872,2025-12-01,2026-01-31
55-64,female,"Publicación de Instagram: ⚠️ Precios incluyen...",not_delivering,ad,2755,3350,1.21597096,"7 días después del clic o 1 día después de la visualización","Visitas al perfil de Instagram",244,2.48,0.01016393,2025-11-29,2025-12-05,5.04477612,0.74029851,0.01433526,173,,0.01284974,7.28358209,169,0.01467456,2025-12-01,2026-01-31
65+,male,"Infinix HOT 60 Pro+",active,ad,271,552,2.03690037,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",2,2.48,1.24,2026-01-27,2026-02-03,5.25362319,4.49275362,0.13052632,19,,0.01221675,0.36231884,29,0.08551724,2025-12-01,2026-01-31
45-54,male,"Huawei Watch GT6",active,ad,697,1177,1.68866571,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",6,2.47,0.41166667,2026-01-28,2026-02-04,2.88870008,2.09855565,0.17642857,14,,0.01534161,0.5097706,34,0.07264706,2025-12-01,2026-01-31
55-64,male,"Arizon.ai 06 - A Guarenas",not_delivering,ad,524,943,1.79961832,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",3,2.47,0.82333333,2026-01-16,2026-01-23,4.13573701,2.61930011,0.19,13,,0.00565217,0.31813362,39,0.06333333,2025-12-01,2026-01-31
45-54,male,"Lista Precios 20/01/2026",archived,ad,690,1160,1.68115942,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",8,2.47,0.30875,2026-01-21,2026-01-31,7.32758621,2.12931034,0.0475,52,,0.00757669,0.68965517,85,0.02905882,2025-12-01,2026-01-31
45-54,female,"Carrusel Redmi Note 15 Pro +5g",not_delivering,ad,526,1183,2.24904943,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",5,2.45,0.49,2026-01-19,2026-01-26,6.59340659,2.07100592,0.06125,40,,0.00596107,0.42265427,78,0.03141026,2025-12-01,2026-01-31
18-24,female,"Cashea EcoFlow - campaña de Interacción",not_delivering,ad,3896,5983,1.53567762,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",304,2.45,0.00805921,2025-12-02,2025-12-09,4.02807956,0.40949357,0.175,14,,0.00805921,5.08106301,241,0.01016598,2025-12-01,2026-01-31
45-54,female,"iPhones carusel campaña de Interacción",not_delivering,ad,2730,4279,1.56739927,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",367,2.44,0.0066485,2025-12-27,2026-01-06,3.94952092,0.57022669,0.0976,25,,0.0066485,8.57677027,169,0.01443787,2025-12-01,2026-01-31
45-54,male,"Samsung A17, A56, S25 FE carrusel - campaña de Interacción",not_delivering,ad,6058,9617,1.58748762,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",507,2.44,0.00481262,2026-01-07,2026-01-14,3.57699906,0.25371738,0.0205042,119,,0.00481262,5.27191432,344,0.00709302,2025-12-01,2026-01-31
55-64,male,"Skullcandy Kilo",not_delivering,ad,513,754,1.46978558,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",6,2.44,0.40666667,2026-01-24,2026-01-31,5.17241379,3.23607427,0.12842105,19,,0.00683473,0.79575597,39,0.0625641,2025-12-01,2026-01-31
45-54,female,"POCO M8 5G: La potencia que estabas esperando!",not_delivering,ad,365,612,1.67671233,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",2,2.44,1.22,2026-01-24,2026-01-31,5.55555556,3.9869281,0.18769231,13,,0.0106087,0.32679739,34,0.07176471,2025-12-01,2026-01-31
35-44,male,"POST salcar de Interacción - Copia 2",not_delivering,ad,7234,12925,1.78670169,"7 días después del clic o 1 día después de la visualización",ThruPlay,6451,2.43,0.00037669,2025-12-18,2026-02-06,0.13926499,0.18800774,1.215,2,,0.00024613,49.91102515,18,0.135,2025-12-01,2026-01-31
25-34,male,"Samsung Galaxy A17 5G",not_delivering,ad,1121,1898,1.69313113,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",12,2.43,0.2025,2026-01-24,2026-01-31,4.056902,1.28029505,0.09346154,26,,0.00501031,0.63224447,77,0.03155844,2025-12-01,2026-01-31
45-54,female,"El Xiaomi 15T Pro",active,ad,269,569,2.11524164,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",4,2.42,0.605,2026-01-27,2026-02-07,4.74516696,4.25307557,0.16133333,15,,0.04938776,0.7029877,27,0.08962963,2025-12-01,2026-01-31
35-44,male,"REDMI PAD 2 - campaña de Interacción",not_delivering,ad,5398,7734,1.43275287,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",553,2.42,0.00437613,2025-12-26,2026-01-02,4.44789242,0.31290406,0.04321429,56,,0.00437613,7.15024567,344,0.00703488,2025-12-01,2026-01-31
55-64,female,"Arizon.ai 06 - A Guarenas",not_delivering,ad,650,1121,1.72461538,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",7,2.41,0.34428571,2026-01-16,2026-01-23,3.65744871,2.14986619,0.16066667,15,,0.00472549,0.62444246,41,0.05878049,2025-12-01,2026-01-31
45-54,male,"Carrusel de nintendo - campaña de Interacción",not_delivering,ad,1578,2655,1.68250951,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",296,2.4,0.00810811,2025-12-15,2025-12-24,7.38229755,0.9039548,0.10909091,22,,0.00810811,11.14877589,196,0.0122449,2025-12-01,2026-01-31
45-54,male,"IPHONE NARANJA- campaña de Interacción",not_delivering,ad,4251,7093,1.66854858,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",208,2.4,0.01153846,2025-11-22,"En curso",2.48131961,0.33836177,0.05,48,,0.01153846,2.93246863,176,0.01363636,2025-12-01,2026-01-31
35-44,male,"Xiaomi Redmi Note 15 Pro",active,ad,550,1074,1.95272727,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",2,2.39,1.195,2026-01-27,2026-02-07,4.283054,2.22532588,0.12578947,19,,0.02060345,0.18621974,46,0.05195652,2025-12-01,2026-01-31
55-64,male,"REDMI 15 - campaña de Interacción",not_delivering,ad,2143,3436,1.60335978,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",308,2.38,0.00772727,2025-12-18,2025-12-25,7.36321304,0.69266589,0.02767442,86,,0.00772727,8.96391153,253,0.00940711,2025-12-01,2026-01-31
25-34,male,"Promos xiaomi - campaña de Interacción",not_delivering,ad,7067,9728,1.37653884,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",549,2.38,0.00433515,2026-01-13,2026-01-20,3.17639803,0.24465461,0.02106195,113,,0.00433515,5.64350329,309,0.00770227,2025-12-01,2026-01-31
45-54,female,"Carusel Galaxy A56 - campaña de Interacción",not_delivering,ad,5004,7273,1.45343725,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",489,2.37,0.00484663,2025-12-26,2026-01-02,4.44108346,0.32586278,0.01926829,123,,0.00484663,6.72349787,323,0.00733746,2025-12-01,2026-01-31
65+,female,"REDMI PAD 2 - campaña de Interacción",not_delivering,ad,3285,4596,1.39908676,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",484,2.36,0.00487603,2025-12-26,2026-01-02,6.35335074,0.51348999,0.04538462,52,,0.00487603,10.53089643,292,0.00808219,2025-12-01,2026-01-31
45-54,female,"Carrusel Poco M8 5G",not_delivering,ad,625,1383,2.2128,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",3,2.36,0.78666667,2026-01-19,2026-01-26,3.10918294,1.70643529,0.15733333,15,,0.01282609,0.21691974,43,0.05488372,2025-12-01,2026-01-31
35-44,female,"REDMI PAD 2 PRO - campaña de Interacción",not_delivering,ad,1799,2658,1.47748749,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",304,2.36,0.00776316,2025-12-18,2025-12-25,5.26711813,0.88788563,0.1026087,23,,0.00776316,11.43717081,140,0.01685714,2025-12-01,2026-01-31
35-44,male,"Promos xiaomi - campaña de Interacción",not_delivering,ad,5298,7747,1.46224991,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",482,2.36,0.00489627,2026-01-13,2026-01-20,3.91119143,0.30463405,0.01748148,135,,0.00489627,6.22176326,303,0.00778878,2025-12-01,2026-01-31
55-64,male,"Carrusel Poco M8 5G",not_delivering,ad,461,1064,2.30802603,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",2,2.35,1.175,2026-01-19,2026-01-26,3.94736842,2.20864662,0.11190476,21,,0.01044444,0.18796992,42,0.05595238,2025-12-01,2026-01-31
35-44,female,"POCO M8 5G: La potencia que estabas esperando!",not_delivering,ad,658,1061,1.61246201,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",2,2.35,1.175,2026-01-24,2026-01-31,3.95852969,2.21489161,0.29375,8,,0.00791246,0.18850141,42,0.05595238,2025-12-01,2026-01-31
45-54,female,"Galaxy A56 5G",active,ad,530,1249,2.35660377,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",10,2.34,0.234,2026-01-25,2026-02-01,7.44595677,1.8734988,0.073125,32,,0.03038961,0.80064051,93,0.02516129,2025-12-01,2026-01-31
25-34,female,"Poco F8 Pro",not_delivering,ad,1119,1702,1.52100089,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",9,2.34,0.26,2026-01-24,2026-01-31,4.28907168,1.37485311,0.14625,16,,0.00546729,0.52878966,73,0.03205479,2025-12-01,2026-01-31
45-54,male,"Ecoflow River 2 Pro - campaña de Interacción",not_delivering,ad,3678,6954,1.89070147,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",379,2.34,0.00617414,2026-01-07,2026-01-14,4.0408398,0.33649698,0.07090909,33,,0.00617414,5.45010066,281,0.0083274,2025-12-01,2026-01-31
45-54,female,"Carrusel Honor 90 , M6LITE, PLAY9A - campaña de Interacción",not_delivering,ad,2271,3600,1.58520476,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",310,2.33,0.00751613,2025-12-11,2025-12-18,7.11111111,0.64722222,0.02709302,86,,0.00751613,8.61111111,256,0.00910156,2025-12-01,2026-01-31
35-44,female,"Samsung S25 Ultra - campaña de Interacción",not_delivering,ad,2095,3268,1.55990453,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",302,2.33,0.00771523,2025-12-11,2025-12-18,7.43574051,0.7129743,0.12263158,19,,0.00771523,9.24112607,243,0.00958848,2025-12-01,2026-01-31
55-64,male,"POCO M8 5G: La potencia que estabas esperando!",not_delivering,ad,328,557,1.69817073,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",4,2.33,0.5825,2026-01-24,2026-01-31,7.54039497,4.18312388,0.10590909,22,,0.00974895,0.71813285,42,0.05547619,2025-12-01,2026-01-31
18-24,male,"Redmi PAD 2 PRO -campaña de Interacción",not_delivering,ad,40729,54314,1.33354612,"7 días después del clic o 1 día después de la visualización",ThruPlay,3630,2.31,0.00063636,2026-01-07,2026-01-14,1.39006518,0.04253047,0.01383234,167,,0.00015671,6.68335972,755,0.0030596,2025-12-01,2026-01-31
